city,date,Temperature,DewPoint,Humidity,WindSpeed,Pressure,Precipitation,intervention
San Francisco,9/8/20,65,55.6,73.4,13.2,29.7,0,2
San Francisco,9/9/20,61.3,56.3,83.9,4,29.8,0,2
San Francisco,9/10/20,62.3,56.3,80.7,5.4,30,0,2
San Francisco,9/11/20,61.6,54.9,79.7,6.9,30,0,2
San Francisco,9/12/20,60.5,55,83.5,9.7,29.9,0,2
San Francisco,9/13/20,59,53.5,82.6,13.1,29.9,0,2
San Francisco,9/14/20,62,53.6,74.8,10.8,30,0,2
San Francisco,9/15/20,65,57.3,76.9,11.8,30,0,2
San Francisco,9/16/20,66,60.7,81,8.5,30,0,2
San Francisco,9/17/20,64.7,60,85.4,8.9,30,0,2
San Francisco,9/18/20,66.7,58.9,76.6,9.5,30,0,2
San Francisco,9/19/20,65.6,57.6,76.4,13.1,30,0,2
San Francisco,9/20/20,66.6,56.7,72.4,9.7,29.9,0,2
San Francisco,9/21/20,63.8,55.2,74.8,12.3,29.9,0,2
San Francisco,9/22/20,64.3,55.4,73.8,14.4,30,0,2
San Francisco,9/23/20,66.3,55.9,70.3,13.2,30.1,0,2
San Francisco,9/24/20,65.9,59.1,79.5,12.7,30,0,2
San Francisco,9/25/20,64.2,55.1,73.1,17.7,30,0,2
San Francisco,9/26/20,66.5,55.6,69.2,13.3,30,0,2
San Francisco,9/27/20,74.2,53,52.5,4.5,29.9,0,2
San Francisco,9/28/20,76.1,49.4,45.2,9.5,29.9,0,2
San Francisco,9/29/20,62.1,56,81.4,13.4,30,0,2
San Francisco,9/30/20,66.6,55.5,70.9,8.1,30,0,2
San Francisco,10/1/20,72.1,53.9,54.2,4.6,29.9,0,1
San Francisco,10/2/20,69.2,57.3,67,7.2,29.9,0,1
San Francisco,10/3/20,64.7,54.8,72.4,9.5,29.9,0,1
San Francisco,10/4/20,59.6,53.4,80.9,14.4,30,0,1
San Francisco,10/5/20,57.1,53.7,89.8,8,30,0,1
San Francisco,10/6/20,57.6,51.8,82.1,12.4,30,0,1
San Francisco,10/7/20,59.1,52.8,79.9,13.2,29.9,0,1
San Francisco,10/8/20,61.9,53.7,75.1,10.4,29.9,0,1
San Francisco,10/9/20,61.9,55.1,79,5.6,29.9,0,1
San Francisco,10/10/20,64.3,57.6,79.4,7.6,30,0,1
San Francisco,10/11/20,63.5,53.6,72.8,9.4,30.1,0,1
San Francisco,10/12/20,66.5,51.5,59.9,6,30.1,0,1
San Francisco,10/13/20,67.6,53.4,61.8,7.1,30.1,0,1
San Francisco,10/14/20,71.5,53.6,54.9,6.3,30.1,0,1
San Francisco,10/15/20,76,44.8,37.9,4,30,0,1
San Francisco,10/16/20,78.3,40.8,29,7.5,29.9,0,1
San Francisco,10/17/20,72.3,49.5,46.3,3.7,29.9,0,1
San Francisco,10/18/20,66.8,53.3,62.9,8.4,30,0,1
San Francisco,10/19/20,61.6,52.8,74.3,10.2,30,0,1
San Francisco,10/20/20,63.8,52.7,69.5,7.2,29.9,0,1
San Francisco,10/21/20,64.1,52.1,66.1,8.3,29.8,0,1
San Francisco,10/22/20,61,52,73.8,9.3,29.8,0,1
San Francisco,10/23/20,59.9,51.1,73.7,7.7,29.9,0,1
San Francisco,10/24/20,60,52.5,77.1,6.6,29.9,0,1
San Francisco,10/25/20,61,48.7,67,9.1,29.9,0,1
San Francisco,10/26/20,64.8,28.1,26.9,12.5,30.1,0,1
San Francisco,10/27/20,65.2,33.7,32.6,6.3,30.1,0,1
San Francisco,10/28/20,61.1,41.3,49.4,5.4,30.1,0,1
San Francisco,10/29/20,59.5,41.1,51.7,6,30,0,1
San Francisco,10/30/20,56.1,49.3,78.6,9.8,30,0,1
San Francisco,10/31/20,59,48.4,70.2,6,30.1,0,1
Chicago,1/13/20,33.1,27.9,81.5,8.6,29.6,0,0
Chicago,1/14/20,36.1,31.7,84.2,9.2,29.4,0,0
Chicago,1/15/20,34.1,31.4,89.8,8.4,29.4,0,0
Chicago,1/16/20,22.1,10,60.7,12.7,29.9,0,0
Chicago,1/17/20,25,17.9,75.1,12.5,29.8,0,0
Chicago,1/18/20,28.5,24,83.5,17.3,29.2,0.42,0
Chicago,1/19/20,11.3,2.5,68,14.2,29.6,0.04,0
Chicago,1/20/20,24.4,15.5,69.2,6.3,29.9,0,0
Chicago,1/21/20,24.6,16.3,71.4,8.8,29.9,0,0
Chicago,1/22/20,30,19.6,65.9,11.8,29.5,0,0
Chicago,1/23/20,32.6,29.3,87.4,8.3,29.4,0.01,0
Chicago,1/24/20,36.4,35.6,97,5.5,29.2,0.16,0
Chicago,1/25/20,33.7,32.4,94.7,10.3,29.2,0.3,0
Chicago,1/26/20,31.1,27.6,86.8,10.7,29.3,0.05,0
Chicago,1/27/20,32.2,27.6,82.9,6.5,29.3,0,0
Chicago,1/28/20,32.2,25,75,5.2,29.4,0,0
Chicago,1/29/20,31.9,25.3,76.9,2.7,29.5,0,0
Chicago,1/30/20,32.9,23.5,68.5,4.8,29.5,0.09,0
Chicago,1/31/20,33.9,28.7,81.6,5.5,29.5,0,0
Chicago,2/1/20,34.6,30.9,86.4,11.5,29.2,0.04,0
Chicago,2/2/20,43.3,31.8,64.8,15,28.9,0,0
Chicago,2/3/20,38.8,31.8,76.5,8.9,29.1,0,0
Chicago,2/4/20,34.8,25.6,69.4,20.6,29.3,0,0
Chicago,2/5/20,28.8,21,73.8,13.1,29.3,0,0
Chicago,2/6/20,29,23.9,81.5,12,29,0.05,0
Chicago,2/7/20,29.5,16.8,61.7,8.6,29.1,0.05,0
Chicago,2/8/20,30.4,21.7,70.8,7.4,29.4,0,0
Chicago,2/9/20,32.2,27.8,84.5,11.2,29.4,0,0
Chicago,2/10/20,30.6,24.6,78.7,7.8,29.4,0.05,0
Chicago,2/11/20,30,20.9,70,11,29.4,0,0
Chicago,2/12/20,31.7,26.4,81.5,6,29.3,0,0
Chicago,2/13/20,20,13.7,77.2,12.5,29.4,0.2,0
Chicago,2/14/20,6,-5.5,59.6,8.4,29.8,0,0
Chicago,2/15/20,24.2,14.7,67.3,14,29.5,0,0
Chicago,2/16/20,30.3,21.8,72.8,4.4,29.4,0,0
Chicago,2/17/20,35.6,29.9,80.9,10.2,29.3,0,0
Chicago,2/18/20,34.9,26.6,73,13.1,29.4,0.13,0
Chicago,2/19/20,23.5,4.8,46,9.3,29.9,0,0
Chicago,2/20/20,18.3,-2.6,40.8,10.1,30,0,0
Chicago,2/21/20,25.4,8.7,50.9,12.7,29.8,0,0
Chicago,2/22/20,37.8,20.9,51.6,12,29.5,0,0
Chicago,2/23/20,43.4,28,55.6,10.4,29.3,0,0
Chicago,2/24/20,39.8,30.2,68.9,11,29.2,0,0
Chicago,2/25/20,35.7,31,83.5,19.6,29.3,0,0
Chicago,2/26/20,29.7,23,77.1,16.1,29.4,0.03,0
Chicago,2/27/20,26.5,13.4,58.2,11.2,29.4,0,0
Chicago,2/28/20,23.3,6.8,50,9.5,29.4,0,0
Chicago,2/29/20,27.1,9.2,48.3,9,29.5,0,0
Chicago,3/1/20,45.3,32.9,62.3,12.8,29.2,0,0
Chicago,3/2/20,42,30.6,65.3,6.4,29.1,0,0
Chicago,3/3/20,39.8,28.4,65.3,12.6,29,0,0
Chicago,3/4/20,40.9,26.5,59.6,7.3,29.3,0.01,0
Chicago,3/5/20,42.2,26.8,55.9,16.1,29.3,0.02,0
Chicago,3/6/20,33.7,23.1,65.6,15.7,29.6,0,0
Chicago,3/7/20,38.6,21.9,55.1,10.7,29.8,0,0
Chicago,3/8/20,52.7,25,36,17.7,29.5,0,0
Chicago,3/9/20,53.7,45.6,76.3,17,29.3,0.01,0
Chicago,3/10/20,40.9,36,83.5,9.6,29.4,0.86,0
Chicago,3/11/20,39.3,31.6,74.2,6.3,29.4,0,0
Chicago,3/12/20,46.8,36.9,69.6,11.2,29.1,0,0
Chicago,3/13/20,40.6,20.6,47.5,16,29.5,0,0
Chicago,3/14/20,36.4,24.5,63.7,12.3,29.8,0,0
Chicago,3/15/20,35.8,25,65.5,10.5,29.9,0,0
Chicago,3/16/20,37.3,33.4,86.5,6.2,29.6,0,0
Chicago,3/17/20,40.3,25.3,59.9,9,29.6,0.01,0
Chicago,3/18/20,42.1,36.6,83.1,7.6,29.4,0,0
Chicago,3/19/20,47.8,47.6,99.4,9.6,29.3,0.53,0
Chicago,3/20/20,43.1,37.4,81,15.3,29.4,0.27,0
Chicago,3/21/20,29.7,17.7,61.1,10.5,29.9,0,0
Chicago,3/22/20,31.9,27.7,85.6,6.9,29.7,0,4
Chicago,3/23/20,36.4,32.9,88.3,3.7,29.5,0.2,4
Chicago,3/24/20,37.4,33.2,85.3,4.5,29.4,0,4
Chicago,3/25/20,46,39.3,78.8,7.5,29.3,0,4
Chicago,3/26/20,45.4,42.5,89.8,9,29.2,0,4
Chicago,3/27/20,43.8,42.8,96.4,10.4,29.2,0,4
Chicago,3/28/20,50.9,50.2,97.8,9.6,29,0.59,4
Chicago,3/29/20,49,39.7,70.7,21.4,29,0.21,4
Chicago,3/30/20,44,33.3,66.2,13.2,29.4,0.01,4
Chicago,3/31/20,38.9,34.3,83.6,11.9,29.4,0,4
Chicago,4/1/20,42.9,36.3,78.7,7.7,29.4,0,4
Chicago,4/2/20,45.7,33.1,66.2,4.8,29.5,0,4
Chicago,4/3/20,56.8,39.5,54.4,7.2,29.4,0,4
Chicago,4/4/20,43.1,39,86,9.2,29.4,0.07,4
Chicago,4/5/20,42.2,28.4,63.3,9.1,29.5,0.01,4
Chicago,4/6/20,52,42.1,71.6,6.6,29.4,0,4
Chicago,4/7/20,67,58.3,76.3,9.9,29,0.24,4
Chicago,4/8/20,54.8,50.1,85.5,8.1,29.1,0.31,4
Chicago,4/9/20,43.3,24.9,49.8,18.4,29.1,0.23,4
Chicago,4/10/20,41.2,23.9,51.4,10.2,29.3,0,4
Chicago,4/11/20,53,32,48.5,9.4,29.2,0,4
Chicago,4/12/20,56.7,49.2,77.3,10.5,28.9,0.16,4
Chicago,4/13/20,40.7,27,62.1,18.3,29.1,0.08,4
Chicago,4/14/20,35.5,17.7,50,13.9,29.5,0,4
Chicago,4/15/20,32.2,20.9,66.6,8.4,29.4,0.01,4
Chicago,4/16/20,38.3,14.9,39.3,9,29.6,0.02,4
Chicago,4/17/20,35.7,31.7,86.8,8,29.4,0.21,4
Chicago,4/18/20,46.5,31.4,59.6,15.2,29.3,0.07,4
Chicago,4/19/20,49.8,32.5,52.8,10.8,29.1,0,4
Chicago,4/20/20,51.3,33.2,53.8,11.7,29,0,4
Chicago,4/21/20,43.7,18.5,38.4,14.7,29.2,0.03,4
Chicago,4/22/20,48.8,31,52.1,7.2,29.2,0,4
Chicago,4/23/20,50.6,43.5,77.3,6.7,29.1,0.01,4
Chicago,4/24/20,44.3,40.1,85.6,9.1,29.2,0,4
Chicago,4/25/20,44.4,40.7,87.3,12.1,29.3,0.11,4
Chicago,4/26/20,51.3,31.6,50.3,10.8,29.4,0.46,4
Chicago,4/27/20,55.2,41.1,62.8,9.4,29.4,0,4
Chicago,4/28/20,64.2,57.1,80,9.9,29.1,0.54,4
Chicago,4/29/20,53.2,52,95.6,11.4,28.9,0.96,4
Chicago,4/30/20,46.4,39.4,77.6,14.1,29.1,1.64,4
Chicago,5/1/20,54.3,36.1,54.4,4.1,29.3,0,4
Chicago,5/2/20,67.5,47,49.1,12.1,29.2,0,4
Chicago,5/3/20,64.2,36,36.9,10.3,29.3,0,4
Chicago,5/4/20,44.2,34.1,68.2,15,29.4,0,4
Chicago,5/5/20,45.2,36.5,72.9,9.2,29.3,0.06,4
Chicago,5/6/20,51.3,26.3,39.7,7.7,29.4,0.17,4
Chicago,5/7/20,53.9,33.3,48.2,10.8,29.3,0,4
Chicago,5/8/20,40.9,25.3,54,14.8,29.4,0,4
Chicago,5/9/20,46.7,22.3,42.9,9.8,29.5,0,3
Chicago,5/10/20,44.9,38.5,80.5,10.8,29.3,0,3
Chicago,5/11/20,44.2,33.2,67,7.6,29.5,0.42,3
Chicago,5/12/20,50,28.9,46.9,9.1,29.5,0,3
Chicago,5/13/20,57.4,31.6,39.1,12.3,29.5,0,3
Chicago,5/14/20,61.7,59.5,92.9,8.5,29.3,0.12,3
Chicago,5/15/20,65.4,59.7,83.9,8.1,29.2,1.91,3
Chicago,5/16/20,57.8,48.5,72.2,9.9,29.4,0.02,3
Chicago,5/17/20,61,60.6,98.5,9.1,29.1,1.02,3
Chicago,5/18/20,58.8,55.7,90.2,8.8,29.1,3.18,3
Chicago,5/19/20,55.3,54.1,95.9,12.3,29.3,0.13,3
Chicago,5/20/20,59.2,49.8,71.7,12.9,29.4,0,3
Chicago,5/21/20,60,51.2,73.7,6.5,29.4,0,3
Chicago,5/22/20,62,56.2,82.1,4.8,29.4,0,3
Chicago,5/23/20,68.6,61.3,79.5,8.1,29.2,0,3
Chicago,5/24/20,76.8,64,67,6.5,29.2,0.34,3
Chicago,5/25/20,77.5,64.3,65.7,8.4,29.3,0,3
Chicago,5/26/20,80.6,64.9,59.9,9.6,29.3,0,3
Chicago,5/27/20,77.7,65.8,67.9,6.7,29.3,0,3
Chicago,5/28/20,73,65.3,78,9.3,29.2,0.02,3
Chicago,5/29/20,66.3,54.3,68,11.1,29.3,0.26,3
Chicago,5/30/20,62,47,58.8,8.4,29.5,0,2
Chicago,5/31/20,58.7,40.3,51.6,9.2,29.6,0,2
Chicago,6/1/20,66.2,44.2,45.3,10.8,29.5,0,2
Chicago,6/2/20,80.8,60.4,51.1,15.1,29.2,0.01,2
Chicago,6/3/20,76,60.5,60.3,7.8,29.2,0,2
Chicago,6/4/20,78.1,64.4,64.3,7.5,29.1,0.01,2
Chicago,6/5/20,80.4,64.8,61.1,7.8,29.2,0,2
Chicago,6/6/20,70.4,52.5,55.4,10.4,29.4,0,2
Chicago,6/7/20,68.8,52.8,57.9,7.8,29.4,0,2
Chicago,6/8/20,78.9,50.9,40.9,9.2,29.3,0,2
Chicago,6/9/20,79.2,67.3,70.1,15.9,28.9,0,2
Chicago,6/10/20,72.8,65.4,78.9,15.9,28.9,0.45,2
Chicago,6/11/20,71.8,49,48.3,12.9,29.4,0.03,2
Chicago,6/12/20,66.9,49.3,54.1,7.5,29.6,0,2
Chicago,6/13/20,59.2,45.8,62,13.7,29.6,0.07,2
Chicago,6/14/20,62.5,43.2,51.3,10.7,29.7,0,2
Chicago,6/15/20,65.3,43.4,48.4,8,29.7,0,2
Chicago,6/16/20,71.6,54.1,56,6.9,29.6,0,2
Chicago,6/17/20,76.3,53.2,47.2,6,29.5,0,2
Chicago,6/18/20,77.9,52.4,42.8,6,29.4,0,2
Chicago,6/19/20,82,57,44.1,4.3,29.3,0,2
Chicago,6/20/20,80,62.2,57.3,10.1,29.3,0,2
Chicago,6/21/20,75.7,64.8,70.5,7.3,29.2,0.38,2
Chicago,6/22/20,73,66.3,80.7,8.4,29.1,0,2
Chicago,6/23/20,70,54.2,59.3,12.1,29.1,0.58,2
Chicago,6/24/20,70.8,53.8,57.1,7.5,29.2,0,2
Chicago,6/25/20,73.8,54.8,52.7,7,29.3,0.07,2
Chicago,6/26/20,74.5,66.3,77,11.9,29.2,0,2
Chicago,6/27/20,78.6,68.8,73.9,7.8,29.1,1.56,1
Chicago,6/28/20,77,68.4,75.7,5.8,29.1,0,1
Chicago,6/29/20,78.3,69.4,75.5,7.5,29.3,0.14,1
Chicago,6/30/20,79.9,69.7,71.9,6.9,29.2,0.28,1
Chicago,7/1/20,80.5,64,58.6,8.8,29.3,0,1
Chicago,7/2/20,81.1,61.8,54.4,6.9,29.4,0,1
Chicago,7/3/20,80.6,60.3,52.5,5,29.4,0,1
Chicago,7/4/20,81,66.3,61.9,6.1,29.3,0,1
Chicago,7/5/20,83,62.9,52.1,5.7,29.3,0,1
Chicago,7/6/20,85.6,62.4,46.6,4.2,29.3,0,1
Chicago,7/7/20,84.8,66.1,54.8,8.5,29.3,0,1
Chicago,7/8/20,82.8,67.2,60.3,4.3,29.3,0.01,1
Chicago,7/9/20,83.7,68.4,61.7,10.7,29.2,0,1
Chicago,7/10/20,76.4,66.8,75.2,10.8,29.2,0.51,1
Chicago,7/11/20,78,62.5,59.8,8.3,29.2,0,1
Chicago,7/12/20,73.7,62.4,69,10.5,29.2,0.04,1
Chicago,7/13/20,73.5,59,62.2,6.3,29.3,0,1
Chicago,7/14/20,77.5,58.9,53.7,8.1,29.4,0,1
Chicago,7/15/20,76.7,66.2,71.4,9.4,29.3,0,1
Chicago,7/16/20,73.7,65.3,75.7,9.4,29.3,0.82,1
Chicago,7/17/20,79,65.7,65.4,7.4,29.4,0,1
Chicago,7/18/20,83.4,73.5,72.5,12.3,29.3,0,1
Chicago,7/19/20,77,69.9,79.6,13.6,29.2,0.05,1
Chicago,7/20/20,77,61.2,59.9,7.2,29.3,0.56,1
Chicago,7/21/20,75.6,65.3,71.1,7.5,29.3,0,1
Chicago,7/22/20,76.7,67.8,76.4,8.4,29.3,0.06,1
Chicago,7/23/20,73.7,60.6,64.3,6.7,29.4,0,1
Chicago,7/24/20,75.8,65.2,70.7,6.4,29.5,0,1
Chicago,7/25/20,80.7,65.5,61.8,6,29.4,0,1
Chicago,7/26/20,84.3,71.1,66.2,11.7,29.3,0,1
Chicago,7/27/20,78.1,68.8,75.7,8.3,29.3,0.04,1
Chicago,7/28/20,78.9,60,53.7,9.4,29.3,0.17,1
Chicago,7/29/20,79.5,64.3,60.5,10.6,29.3,0,1
Chicago,7/30/20,77.3,61.3,58.3,13.3,29.2,0,1
Chicago,7/31/20,74.8,59.8,61,10.1,29.3,0,1
Chicago,8/1/20,73.8,62.2,67.7,6.9,29.2,0,1
Chicago,8/2/20,72.4,63.7,76.9,7.9,29.2,0.21,1
Chicago,8/3/20,67.4,59.9,77.7,11.4,29.3,0.09,1
Chicago,8/4/20,66.9,49,54.4,9.7,29.4,0,1
Chicago,8/5/20,68.2,50.7,55.1,7.2,29.4,0,1
Chicago,8/6/20,72.5,53.9,53.3,5.4,29.4,0,1
Chicago,8/7/20,74.3,56.4,55.2,5.4,29.5,0,1
Chicago,8/8/20,77.7,61.5,57.8,10.1,29.4,0,1
Chicago,8/9/20,80.8,68.3,67.1,11,29.4,0,1
Chicago,8/10/20,77.8,70.4,78.7,11.5,29.3,0,1
Chicago,8/11/20,73.9,57.9,61.4,7.6,29.3,0.32,1
Chicago,8/12/20,75.1,58.6,58.7,6,29.4,0,1
Chicago,8/13/20,77.5,60.8,59.6,6.4,29.4,0,1
Chicago,8/14/20,79.5,60.3,54.6,7.6,29.3,0,1
Chicago,8/15/20,78.1,65,66,7,29.3,0,1
Chicago,8/16/20,74.7,54.6,51.7,7.9,29.3,0,1
Chicago,8/17/20,76.3,54.5,48.2,5.3,29.3,0,1
Chicago,8/18/20,72.9,53,50.4,11,29.4,0,1
Chicago,8/19/20,71.8,52.4,52.2,5.6,29.4,0,1
Chicago,8/20/20,74.7,52.7,47.6,5.9,29.3,0,1
Chicago,8/21/20,76.8,56.6,51.6,5.2,29.3,0,1
Chicago,8/22/20,78.2,59,53.3,7.6,29.3,0,1
Chicago,8/23/20,79.7,62.5,56.6,8.2,29.3,0,1
Chicago,8/24/20,84.4,66.6,58.4,7.7,29.3,0,1
Chicago,8/25/20,82.1,64.7,56.7,8.3,29.4,0,1
Chicago,8/26/20,83.6,67,59.3,10.8,29.3,0,1
Chicago,8/27/20,84.8,70,63.1,11.6,29.2,0,1
Chicago,8/28/20,84.5,70,64.1,10.1,29.1,0,1
Chicago,8/29/20,76.5,54.9,49.9,12.1,29.1,0.05,1
Chicago,8/30/20,71.7,55.4,57,8.8,29.2,0,1
Chicago,8/31/20,75.4,57.7,55.3,9.5,29.2,0,1
Chicago,9/1/20,71.6,66.7,84.6,7,29.2,0.11,1
Chicago,9/2/20,76.5,59.9,62.9,10.5,29.1,0.27,1
Chicago,9/3/20,75.5,53,50.3,14,29.1,0,1
Chicago,9/4/20,69,43.9,42.8,8.8,29.4,0,1
Chicago,9/5/20,72.7,51.2,48.3,11.3,29.5,0,1
Chicago,9/6/20,70,59.6,70.6,12.3,29.3,0.07,1
Chicago,9/7/20,72.3,57.5,60.9,13.2,29.2,0.41,1
Chicago,9/8/20,63.4,60,89,13,29.4,0.59,1
Chicago,9/9/20,62.8,58.6,86.2,10.3,29.5,0.74,1
Chicago,9/10/20,62.1,55.8,80.5,11.6,29.6,0,1
Chicago,9/11/20,65.2,58,77.9,10.3,29.6,0.16,1
Chicago,9/12/20,67.7,63.5,86.5,9.3,29.3,0,1
Chicago,9/13/20,66.9,57,71.8,7.1,29.4,0.34,1
Chicago,9/14/20,66,56.5,72.8,3.7,29.7,0,1
Chicago,9/15/20,68.5,54.6,63,7.8,29.5,0,1
Chicago,9/16/20,71.4,56.8,60.7,10.5,29.4,0,1
Chicago,9/17/20,65.5,51.4,61.7,14,29.4,0,1
Chicago,9/18/20,57.5,39.2,51.3,13.5,29.6,0,1
Chicago,9/19/20,56,37.6,51.3,5.8,29.7,0,1
Chicago,9/20/20,61.6,38.8,45.8,6.7,29.7,0,1
Chicago,9/21/20,64.2,41.7,45.4,7.2,29.7,0,1
Chicago,9/22/20,67.3,49.6,54,6.5,29.5,0,1
Chicago,9/23/20,68,54.3,62.9,6.5,29.4,0,1
Chicago,9/24/20,68.5,53.3,60,7.8,29.3,0,1
Chicago,9/25/20,70.8,52.9,54.7,8.6,29.3,0,1
Chicago,9/26/20,69,59,72.1,14.5,29.1,0,1
Chicago,9/27/20,68.3,55.1,64.5,11.5,29.1,0,1
Chicago,9/28/20,55.6,48.5,77.5,9.4,29.1,0.3,1
Chicago,9/29/20,54.1,43.7,69,8.5,29.2,0.03,1
Chicago,9/30/20,57.6,42.4,58.4,13.6,29,0,1
Chicago,10/1/20,51.6,41.9,70.1,9.3,29.3,0,1
Chicago,10/2/20,49.1,33.8,58.6,8.5,29.5,0.27,1
Chicago,10/3/20,50.4,38.1,64,5.3,29.5,0,1
Chicago,10/4/20,48,36.9,67.5,10.2,29.5,0.2,1
Chicago,10/5/20,51.6,32,51.1,9.3,29.5,0,1
Chicago,10/6/20,61.3,41.6,49.1,11,29.2,0,1
Chicago,10/7/20,66.4,44.5,47.8,9.5,29.2,0,1
Chicago,10/8/20,58.6,44.5,61.5,5.4,29.5,0,1
Chicago,10/9/20,67.3,47.6,50.6,11.8,29.3,0,1
Chicago,10/10/20,65.4,54.4,68.3,11.7,29.3,0,1
Chicago,10/11/20,63.1,52.7,69.4,8.8,29.3,0,1
Chicago,10/12/20,59.6,53.6,81,12.6,29.1,0,1
Chicago,10/13/20,57.8,35,46.7,12,29.3,0.29,1
Chicago,10/14/20,62.9,36.8,40.3,12.3,29.1,0,1
Chicago,10/15/20,52.7,29.3,41.5,14,29.3,0,1
Chicago,10/16/20,45.3,25.4,46.6,11,29.5,0,1
Chicago,10/17/20,53,25.8,37.6,15.1,29.4,0,1
Chicago,10/18/20,47.3,36.5,69.8,9.3,29.4,0,1
Chicago,10/19/20,43.3,35.9,75.5,8.9,29.6,0.21,1
Chicago,10/20/20,48.6,41.8,77.9,9.4,29.4,0.05,1
Chicago,10/21/20,50.9,43.8,77.1,9.1,29.5,0.14,1
Chicago,10/22/20,56.3,51.4,84.9,11.5,29.4,2.47,1
Chicago,10/23/20,55.5,48.9,78.8,13,29.3,0.07,1
Chicago,10/24/20,41.4,29.4,62.7,9.6,29.6,0.49,1
Chicago,10/25/20,45.2,33.6,64.2,12.5,29.5,0,1
Chicago,10/26/20,37,30.3,77,10.9,29.6,0,1
Chicago,10/27/20,35.3,29.6,80.1,5.8,29.6,0.01,1
Chicago,10/28/20,41.5,27.4,59,8.4,29.4,0.07,1
Chicago,10/29/20,44.1,33.1,65.5,15.4,29.3,0,1
Chicago,10/30/20,36.8,22,55.8,7.2,29.6,0,1
Chicago,10/31/20,46.3,31,57.1,12.8,29.5,0,2
Saint Louis,2/25/20,37.4,34.3,88.9,12,29.3,0,0
Saint Louis,2/26/20,32.5,25.9,77.6,13.5,29.5,0.17,0
Saint Louis,2/27/20,35.5,21.9,59,8.7,29.5,0.06,0
Saint Louis,2/28/20,36.6,25.4,64.4,9.3,29.5,0,0
Saint Louis,2/29/20,37.2,21.7,56.3,7.4,29.5,0,0
Saint Louis,3/1/20,55.2,41.1,61.3,11.4,29.2,0,0
Saint Louis,3/2/20,50.2,38.6,65.7,6.6,29.1,0.09,0
Saint Louis,3/3/20,50.3,30,49.6,9.5,29.1,0,0
Saint Louis,3/4/20,49.3,28.5,45.3,7.8,29.3,0,0
Saint Louis,3/5/20,49.9,25.8,42,13.6,29.4,0,0
Saint Louis,3/6/20,43.1,22.5,45.5,12.4,29.8,0,0
Saint Louis,3/7/20,45.8,22.9,43.4,10.3,29.8,0,0
Saint Louis,3/8/20,58.8,22.4,27.4,14.1,29.6,0,0
Saint Louis,3/9/20,58.8,48.8,72.2,14.9,29.4,0,0
Saint Louis,3/10/20,43.4,38.1,81.7,11.3,29.5,0.45,0
Saint Louis,3/11/20,48.1,41,77.3,5.9,29.4,0,0
Saint Louis,3/12/20,51.4,48.2,89,10.9,29.1,0,0
Saint Louis,3/13/20,44.2,27.6,53.1,7.7,29.6,0.97,0
Saint Louis,3/14/20,40.4,33.7,77.9,12,29.7,0.16,0
Saint Louis,3/15/20,38.3,29.9,72.1,7.9,29.8,0.32,0
Saint Louis,3/16/20,41.4,35.9,80.8,4.3,29.6,0,0
Saint Louis,3/17/20,45.8,38.5,76.7,5.3,29.6,0.03,0
Saint Louis,3/18/20,49.9,45.5,82.8,7.7,28.8,0,0
Saint Louis,3/19/20,61.5,58,88.3,11.3,29.2,0.29,0
Saint Louis,3/20/20,48,39.8,73.2,15.1,29.5,0,0
Saint Louis,3/21/20,37.8,25.5,62.1,8.5,29.8,0,0
Saint Louis,3/22/20,37,31.6,81.4,7.9,29.6,0,0
Saint Louis,3/23/20,41,35.6,81.6,3.8,29.5,0.16,0
Saint Louis,3/24/20,43,38.3,83.4,8.6,29.3,0,0
Saint Louis,3/25/20,50.4,43.1,78,6.2,29.3,0.1,0
Saint Louis,3/26/20,58.1,50.8,77.7,7.8,29.1,0,0
Saint Louis,3/27/20,64.3,57.3,79.1,8.2,29.1,0.2,0
Saint Louis,3/28/20,70.7,60.8,72.4,12.4,29,0.16,0
Saint Louis,3/29/20,59.7,33.7,39.4,19.9,29.2,0.06,0
Saint Louis,3/30/20,56.4,30.5,39.8,4.4,29.5,0,0
Saint Louis,3/31/20,53.4,36,53.1,7.6,29.3,0,0
Saint Louis,4/1/20,49.2,35,60.5,5.2,29.4,0,0
Saint Louis,4/2/20,59,38.8,48.3,13.3,29.4,0,0
Saint Louis,4/3/20,58.5,45.8,64.4,9.7,29.4,0.01,0
Saint Louis,4/4/20,39.9,35.2,83.4,9.2,29.5,0.03,4
Saint Louis,4/5/20,48.6,39.8,71.8,3.8,29.5,0.06,4
Saint Louis,4/6/20,60.6,49.5,68.7,5.7,29.4,0,4
Saint Louis,4/7/20,74.5,57.7,56.9,10.2,29.1,0,4
Saint Louis,4/8/20,73.7,52.6,52.7,10.7,29.1,0,4
Saint Louis,4/9/20,52.3,25.5,37.5,15.6,29.3,0,4
Saint Louis,4/10/20,46.9,19.8,35.8,7.4,29.4,0,4
Saint Louis,4/11/20,36.2,19.8,26.5,6.3,29.2,0,4
Saint Louis,4/12/20,57.5,50.9,79.7,10.9,28.9,0.01,4
Saint Louis,4/13/20,41,26.8,59.8,16.8,29.3,0.33,4
Saint Louis,4/14/20,43,18.9,40.4,7.9,29.6,0,4
Saint Louis,4/15/20,44.1,21.9,42.2,10.6,29.5,0,4
Saint Louis,4/16/20,46.8,25.1,43.7,11.4,29.6,0,4
Saint Louis,4/17/20,43.9,36.4,75.4,10.4,29.4,0.18,4
